Metric Category,Metric Name,Value
Broker,CPU Min (%),1.81406
Broker,CPU Max (%),57.82155
Broker,CPU Avg (%),50.33175
Broker,CPU Variance,87.43764
Broker,Memory Min (MB),85.16806
Broker,Memory Max (MB),86.29628
Broker,Memory Avg (MB),86.03898
Broker,Memory Variance,0.08929
Messaging,Latency Min (ms),-0.85425
Messaging,Latency Max (ms),87.23330
Messaging,Latency Avg (ms),2.45513
Messaging,Latency Variance,26.67167
Messaging,Throughput (msgs/sec),107.77053
Messaging,Avg Header Size (bytes),27.10485
Messaging,Data Messages,18836
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18836
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18836
Purpose Correctness,Total Received,18836
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
