Metric Category,Metric Name,Value
Broker,CPU Min (%),13.41463
Broker,CPU Max (%),22.44186
Broker,CPU Avg (%),17.15824
Broker,CPU Variance,3.04585
Broker,Memory Min (MB),40.07639
Broker,Memory Max (MB),91.70111
Broker,Memory Avg (MB),71.72447
Broker,Memory Variance,460.55697
Messaging,Latency Min (ms),-28.74804
Messaging,Latency Max (ms),71162.19044
Messaging,Latency Avg (ms),25103.44534
Messaging,Latency Variance,757842640.55628
Messaging,Throughput (msgs/sec),468.31874
Messaging,Avg Header Size (bytes),27.76709
Messaging,Data Messages,84242
Messaging,Non-Data Messages,11800
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,27784
Purpose Correctness,Total Invalid Messages,56458
Purpose Correctness,Total Expected,54154
Purpose Correctness,Total Received,84242
Purpose Correctness,Total Rejected,21372
Purpose Correctness,Avg False Accept Rate,0.2191
Purpose Correctness,Avg False Reject Rate,0.1555
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,11664
OP Correctness,Total Actual Responses,11663
OP Correctness,Total Relevant Requests Recieved,219
OP Correctness,Total Irrelevant Requests Recieved,11445
OP Correctness,Avg Coverage,0.8165
OP Correctness,Avg Leakage,0.8714
OP Correctness,Avg Completion,0.9999
