Metric Category,Metric Name,Value
Broker,CPU Min (%),12.69276
Broker,CPU Max (%),18.52732
Broker,CPU Avg (%),14.63232
Broker,CPU Variance,0.44843
Broker,Memory Min (MB),42.99238
Broker,Memory Max (MB),43.28637
Broker,Memory Avg (MB),43.13339
Broker,Memory Variance,0.00352
Messaging,Latency Min (ms),-13.41534
Messaging,Latency Max (ms),1110.64339
Messaging,Latency Avg (ms),20.00270
Messaging,Latency Variance,2889.88577
Messaging,Throughput (msgs/sec),247.95780
Messaging,Avg Header Size (bytes),27.76886
Messaging,Data Messages,44484
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,44484
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,44484
Purpose Correctness,Total Received,44484
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,13464
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
