Metric Category,Metric Name,Value
Broker,CPU Min (%),13.16099
Broker,CPU Max (%),20.66508
Broker,CPU Avg (%),14.19737
Broker,CPU Variance,0.54099
Broker,Memory Min (MB),41.33966
Broker,Memory Max (MB),41.54061
Broker,Memory Avg (MB),41.43043
Broker,Memory Variance,0.00164
Messaging,Latency Min (ms),-7.55358
Messaging,Latency Max (ms),128.49903
Messaging,Latency Avg (ms),18.29573
Messaging,Latency Variance,254.26127
Messaging,Throughput (msgs/sec),278.35441
Messaging,Avg Header Size (bytes),27.17284
Messaging,Data Messages,50058
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,50058
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,50058
Purpose Correctness,Total Received,50058
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
