Metric Category,Metric Name,Value
Broker,CPU Min (%),12.57485
Broker,CPU Max (%),26.56784
Broker,CPU Avg (%),16.03266
Broker,CPU Variance,3.97397
Broker,Memory Min (MB),42.86514
Broker,Memory Max (MB),44.41187
Broker,Memory Avg (MB),43.38192
Broker,Memory Variance,0.28995
Messaging,Latency Min (ms),-13.56101
Messaging,Latency Max (ms),4468.20211
Messaging,Latency Avg (ms),930.99162
Messaging,Latency Variance,1637807.30369
Messaging,Throughput (msgs/sec),682.68142
Messaging,Avg Header Size (bytes),27.17060
Messaging,Data Messages,123855
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,52578
Purpose Correctness,Total Invalid Messages,71277
Purpose Correctness,Total Expected,52332
Purpose Correctness,Total Received,123855
Purpose Correctness,Total Rejected,37
Purpose Correctness,Avg False Accept Rate,0.2586
Purpose Correctness,Avg False Reject Rate,0.0010
