Metric Category,Metric Name,Value
Broker,CPU Min (%),12.76596
Broker,CPU Max (%),19.84127
Broker,CPU Avg (%),14.01369
Broker,CPU Variance,0.67974
Broker,Memory Min (MB),43.78293
Broker,Memory Max (MB),44.02595
Broker,Memory Avg (MB),43.90400
Broker,Memory Variance,0.00208
Messaging,Latency Min (ms),-7.70187
Messaging,Latency Max (ms),272.89057
Messaging,Latency Avg (ms),19.60934
Messaging,Latency Variance,309.14533
Messaging,Throughput (msgs/sec),285.19990
Messaging,Avg Header Size (bytes),27.04917
Messaging,Data Messages,51372
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,51372
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,51372
Purpose Correctness,Total Received,51372
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,442
OP Correctness,Total Irrelevant Requests Recieved,918
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.7500
OP Correctness,Avg Completion,1.0000
