Metric Category,Metric Name,Value
Broker,CPU Min (%),2.27818
Broker,CPU Max (%),17.15247
Broker,CPU Avg (%),7.31051
Broker,CPU Variance,16.62478
Broker,Memory Min (MB),46.62706
Broker,Memory Max (MB),46.65686
Broker,Memory Avg (MB),46.64290
Broker,Memory Variance,0.00006
Messaging,Latency Min (ms),-5.54442
Messaging,Latency Max (ms),182.62506
Messaging,Latency Avg (ms),18.69966
Messaging,Latency Variance,315.67750
Messaging,Throughput (msgs/sec),107.01777
Messaging,Avg Header Size (bytes),27.83138
Messaging,Data Messages,18711
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18711
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18711
Purpose Correctness,Total Received,18711
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
