Metric Category,Metric Name,Value
Broker,CPU Min (%),12.59932
Broker,CPU Max (%),16.50943
Broker,CPU Avg (%),13.95381
Broker,CPU Variance,0.37249
Broker,Memory Min (MB),62.30996
Broker,Memory Max (MB),62.55359
Broker,Memory Avg (MB),62.41159
Broker,Memory Variance,0.00227
Messaging,Latency Min (ms),-7.14159
Messaging,Latency Max (ms),138.72218
Messaging,Latency Avg (ms),19.15075
Messaging,Latency Variance,252.41512
Messaging,Throughput (msgs/sec),284.29651
Messaging,Avg Header Size (bytes),27.04798
Messaging,Data Messages,51150
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,51150
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,51150
Purpose Correctness,Total Received,51150
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
