Metric Category,Metric Name,Value
Broker,CPU Min (%),12.78107
Broker,CPU Max (%),17.58621
Broker,CPU Avg (%),14.44269
Broker,CPU Variance,0.31469
Broker,Memory Min (MB),41.39933
Broker,Memory Max (MB),41.63266
Broker,Memory Avg (MB),41.50283
Broker,Memory Variance,0.00222
Messaging,Latency Min (ms),-14.32514
Messaging,Latency Max (ms),134.17459
Messaging,Latency Avg (ms),15.25603
Messaging,Latency Variance,198.86458
Messaging,Throughput (msgs/sec),263.80039
Messaging,Avg Header Size (bytes),27.76759
Messaging,Data Messages,47322
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,47322
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,47322
Purpose Correctness,Total Received,47322
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
