Metric Category,Metric Name,Value
Broker,CPU Min (%),2.38949
Broker,CPU Max (%),17.80962
Broker,CPU Avg (%),8.36035
Broker,CPU Variance,20.01520
Broker,Memory Min (MB),63.65666
Broker,Memory Max (MB),63.70783
Broker,Memory Avg (MB),63.68959
Broker,Memory Variance,0.00010
Messaging,Latency Min (ms),-10.93817
Messaging,Latency Max (ms),1800.73667
Messaging,Latency Avg (ms),25.17902
Messaging,Latency Variance,6072.73244
Messaging,Throughput (msgs/sec),106.89686
Messaging,Avg Header Size (bytes),27.83138
Messaging,Data Messages,18711
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18711
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18711
Purpose Correctness,Total Received,18711
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,640
OP Correctness,Total Irrelevant Requests Recieved,12960
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
