Metric Category,Metric Name,Value
Broker,CPU Min (%),13.00716
Broker,CPU Max (%),17.55986
Broker,CPU Avg (%),14.43186
Broker,CPU Variance,0.39650
Broker,Memory Min (MB),43.77517
Broker,Memory Max (MB),44.10442
Broker,Memory Avg (MB),43.93023
Broker,Memory Variance,0.00374
Messaging,Latency Min (ms),-11.60312
Messaging,Latency Max (ms),1143.85414
Messaging,Latency Avg (ms),21.04487
Messaging,Latency Variance,3274.02838
Messaging,Throughput (msgs/sec),250.41434
Messaging,Avg Header Size (bytes),27.66469
Messaging,Data Messages,45006
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,45006
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,45006
Purpose Correctness,Total Received,45006
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,664
OP Correctness,Total Irrelevant Requests Recieved,12936
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
