Metric Category,Metric Name,Value
Broker,CPU Min (%),0.00000
Broker,CPU Max (%),0.00000
Broker,CPU Avg (%),0.00000
Broker,CPU Variance,0.00000
Broker,Memory Min (MB),0.00000
Broker,Memory Max (MB),0.00000
Broker,Memory Avg (MB),0.00000
Broker,Memory Variance,0.00000
Messaging,Latency Min (ms),-11.17754
Messaging,Latency Max (ms),890.33985
Messaging,Latency Avg (ms),140.38060
Messaging,Latency Variance,24519.34274
Messaging,Throughput (msgs/sec),301.84557
Messaging,Avg Header Size (bytes),27.10062
Messaging,Data Messages,53381
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,19320
Purpose Correctness,Total Invalid Messages,34061
Purpose Correctness,Total Expected,19482
Purpose Correctness,Total Received,53381
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2521
Purpose Correctness,Avg False Reject Rate,0.0000
