Metric Category,Metric Name,Value
Broker,CPU Min (%),12.70588
Broker,CPU Max (%),19.70021
Broker,CPU Avg (%),15.90103
Broker,CPU Variance,2.42662
Broker,Memory Min (MB),42.02087
Broker,Memory Max (MB),44.14618
Broker,Memory Avg (MB),42.59349
Broker,Memory Variance,0.38219
Messaging,Latency Min (ms),-9.89795
Messaging,Latency Max (ms),4316.05029
Messaging,Latency Avg (ms),1046.30926
Messaging,Latency Variance,1721765.16880
Messaging,Throughput (msgs/sec),679.74880
Messaging,Avg Header Size (bytes),27.17068
Messaging,Data Messages,123773
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,52436
Purpose Correctness,Total Invalid Messages,71337
Purpose Correctness,Total Expected,52314
Purpose Correctness,Total Received,123773
Purpose Correctness,Total Rejected,102
Purpose Correctness,Avg False Accept Rate,0.2586
Purpose Correctness,Avg False Reject Rate,0.0027
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,462
OP Correctness,Total Irrelevant Requests Recieved,898
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
