Metric Category,Metric Name,Value
Broker,CPU Min (%),13.29412
Broker,CPU Max (%),21.33646
Broker,CPU Avg (%),14.57454
Broker,CPU Variance,0.72822
Broker,Memory Min (MB),45.98047
Broker,Memory Max (MB),46.22754
Broker,Memory Avg (MB),46.09718
Broker,Memory Variance,0.00238
Messaging,Latency Min (ms),-9.87411
Messaging,Latency Max (ms),151.82185
Messaging,Latency Avg (ms),16.78140
Messaging,Latency Variance,244.30614
Messaging,Throughput (msgs/sec),264.43314
Messaging,Avg Header Size (bytes),27.66271
Messaging,Data Messages,47544
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,47544
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,47544
Purpose Correctness,Total Received,47544
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
