Metric Category,Metric Name,Value
Broker,CPU Min (%),13.14348
Broker,CPU Max (%),21.45144
Broker,CPU Avg (%),16.19530
Broker,CPU Variance,2.59631
Broker,Memory Min (MB),63.48941
Broker,Memory Max (MB),65.62853
Broker,Memory Avg (MB),64.29407
Broker,Memory Variance,0.60083
Messaging,Latency Min (ms),-9.02486
Messaging,Latency Max (ms),4546.16833
Messaging,Latency Avg (ms),1598.73444
Messaging,Latency Variance,3016822.74631
Messaging,Throughput (msgs/sec),731.54209
Messaging,Avg Header Size (bytes),27.04984
Messaging,Data Messages,133298
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,54714
Purpose Correctness,Total Invalid Messages,78584
Purpose Correctness,Total Expected,56406
Purpose Correctness,Total Received,133298
Purpose Correctness,Total Rejected,395
Purpose Correctness,Avg False Accept Rate,0.2513
Purpose Correctness,Avg False Reject Rate,0.0070
