Metric Category,Metric Name,Value
Broker,CPU Min (%),13.72328
Broker,CPU Max (%),25.57629
Broker,CPU Avg (%),17.39782
Broker,CPU Variance,4.61936
Broker,Memory Min (MB),62.39889
Broker,Memory Max (MB),98.14526
Broker,Memory Avg (MB),80.84411
Broker,Memory Variance,201.36671
Messaging,Latency Min (ms),-17.53855
Messaging,Latency Max (ms),71020.92171
Messaging,Latency Avg (ms),22605.33596
Messaging,Latency Variance,718512759.88117
Messaging,Throughput (msgs/sec),466.09457
Messaging,Avg Header Size (bytes),27.76969
Messaging,Data Messages,84095
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,27436
Purpose Correctness,Total Invalid Messages,56659
Purpose Correctness,Total Expected,49777
Purpose Correctness,Total Received,84095
Purpose Correctness,Total Rejected,18636
Purpose Correctness,Avg False Accept Rate,0.2161
Purpose Correctness,Avg False Reject Rate,0.1491
