Metric Category,Metric Name,Value
Broker,CPU Min (%),1.88902
Broker,CPU Max (%),16.62996
Broker,CPU Avg (%),6.86247
Broker,CPU Variance,15.39170
Broker,Memory Min (MB),43.53602
Broker,Memory Max (MB),43.55541
Broker,Memory Avg (MB),43.54804
Broker,Memory Variance,0.00002
Messaging,Latency Min (ms),-11.10148
Messaging,Latency Max (ms),200.31977
Messaging,Latency Avg (ms),21.55820
Messaging,Latency Variance,356.52033
Messaging,Throughput (msgs/sec),107.14873
Messaging,Avg Header Size (bytes),27.10061
Messaging,Data Messages,18736
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,366
OP Correctness,Total Irrelevant Requests Recieved,994
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.8382
OP Correctness,Avg Completion,1.0000
