Metric Category,Metric Name,Value
Broker,CPU Min (%),2.52874
Broker,CPU Max (%),17.83567
Broker,CPU Avg (%),9.68255
Broker,CPU Variance,27.82725
Broker,Memory Min (MB),42.80545
Broker,Memory Max (MB),42.86893
Broker,Memory Avg (MB),42.83436
Broker,Memory Variance,0.00035
Messaging,Latency Min (ms),-46.35668
Messaging,Latency Max (ms),1738.20186
Messaging,Latency Avg (ms),109.48415
Messaging,Latency Variance,17484.58139
Messaging,Throughput (msgs/sec),470.71605
Messaging,Avg Header Size (bytes),27.83476
Messaging,Data Messages,83417
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18840
Purpose Correctness,Total Invalid Messages,64577
Purpose Correctness,Total Expected,18840
Purpose Correctness,Total Received,83417
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2211
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,1522
OP Correctness,Total Irrelevant Requests Recieved,12078
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
