Metric Category,Metric Name,Value
Broker,CPU Min (%),11.82796
Broker,CPU Max (%),19.07449
Broker,CPU Avg (%),16.01979
Broker,CPU Variance,2.30344
Broker,Memory Min (MB),43.63000
Broker,Memory Max (MB),45.70221
Broker,Memory Avg (MB),44.37704
Broker,Memory Variance,0.55414
Messaging,Latency Min (ms),-8.24118
Messaging,Latency Max (ms),4754.25768
Messaging,Latency Avg (ms),1470.09561
Messaging,Latency Variance,2711776.81858
Messaging,Throughput (msgs/sec),708.49382
Messaging,Avg Header Size (bytes),27.04967
Messaging,Data Messages,128974
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,53078
Purpose Correctness,Total Invalid Messages,75896
Purpose Correctness,Total Expected,54426
Purpose Correctness,Total Received,128974
Purpose Correctness,Total Rejected,189
Purpose Correctness,Avg False Accept Rate,0.2507
Purpose Correctness,Avg False Reject Rate,0.0035
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,658
OP Correctness,Total Irrelevant Requests Recieved,702
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.7426
OP Correctness,Avg Completion,1.0000
