Metric Category,Metric Name,Value
Broker,CPU Min (%),12.50000
Broker,CPU Max (%),19.14894
Broker,CPU Avg (%),15.93576
Broker,CPU Variance,2.53008
Broker,Memory Min (MB),39.73397
Broker,Memory Max (MB),41.78695
Broker,Memory Avg (MB),40.48271
Broker,Memory Variance,0.51574
Messaging,Latency Min (ms),-8.04877
Messaging,Latency Max (ms),4486.85861
Messaging,Latency Avg (ms),1404.35487
Messaging,Latency Variance,2307602.12305
Messaging,Throughput (msgs/sec),742.87212
Messaging,Avg Header Size (bytes),27.04943
Messaging,Data Messages,135285
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,55939
Purpose Correctness,Total Invalid Messages,79346
Purpose Correctness,Total Expected,57414
Purpose Correctness,Total Received,135285
Purpose Correctness,Total Rejected,206
Purpose Correctness,Avg False Accept Rate,0.2497
Purpose Correctness,Avg False Reject Rate,0.0035
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,629
OP Correctness,Total Irrelevant Requests Recieved,731
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.7721
OP Correctness,Avg Completion,1.0000
