Metric Category,Metric Name,Value
Broker,CPU Min (%),2.43337
Broker,CPU Max (%),17.17277
Broker,CPU Avg (%),8.63455
Broker,CPU Variance,20.97741
Broker,Memory Min (MB),99.02588
Broker,Memory Max (MB),99.06895
Broker,Memory Avg (MB),99.04937
Broker,Memory Variance,0.00014
Messaging,Latency Min (ms),-8.96025
Messaging,Latency Max (ms),2196.55323
Messaging,Latency Avg (ms),26.50477
Messaging,Latency Variance,10349.44319
Messaging,Throughput (msgs/sec),106.07216
Messaging,Avg Header Size (bytes),27.92117
Messaging,Data Messages,18711
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18711
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18711
Purpose Correctness,Total Received,18711
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,13464
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
