Metric Category,Metric Name,Value
Broker,CPU Min (%),12.99559
Broker,CPU Max (%),19.65517
Broker,CPU Avg (%),15.96688
Broker,CPU Variance,2.68645
Broker,Memory Min (MB),62.15157
Broker,Memory Max (MB),64.29965
Broker,Memory Avg (MB),62.99908
Broker,Memory Variance,0.67630
Messaging,Latency Min (ms),-11.23571
Messaging,Latency Max (ms),4604.93231
Messaging,Latency Avg (ms),1623.15303
Messaging,Latency Variance,3100906.26267
Messaging,Throughput (msgs/sec),737.57808
Messaging,Avg Header Size (bytes),27.04941
Messaging,Data Messages,134246
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,56371
Purpose Correctness,Total Invalid Messages,77875
Purpose Correctness,Total Expected,57996
Purpose Correctness,Total Received,134246
Purpose Correctness,Total Rejected,318
Purpose Correctness,Avg False Accept Rate,0.2486
Purpose Correctness,Avg False Reject Rate,0.0054
