Metric Category,Metric Name,Value
Broker,CPU Min (%),12.54438
Broker,CPU Max (%),19.46698
Broker,CPU Avg (%),16.03929
Broker,CPU Variance,2.19613
Broker,Memory Min (MB),47.92193
Broker,Memory Max (MB),49.61978
Broker,Memory Avg (MB),48.45081
Broker,Memory Variance,0.29560
Messaging,Latency Min (ms),-15.88964
Messaging,Latency Max (ms),4202.67510
Messaging,Latency Avg (ms),973.06577
Messaging,Latency Variance,1509548.99645
Messaging,Throughput (msgs/sec),686.20332
Messaging,Avg Header Size (bytes),27.17068
Messaging,Data Messages,124623
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,52804
Purpose Correctness,Total Invalid Messages,71819
Purpose Correctness,Total Expected,52620
Purpose Correctness,Total Received,124623
Purpose Correctness,Total Rejected,33
Purpose Correctness,Avg False Accept Rate,0.2585
Purpose Correctness,Avg False Reject Rate,0.0009
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,424
OP Correctness,Total Irrelevant Requests Recieved,936
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
