Metric Category,Metric Name,Value
Broker,CPU Min (%),12.06897
Broker,CPU Max (%),19.63048
Broker,CPU Avg (%),13.41732
Broker,CPU Variance,0.58549
Broker,Memory Min (MB),43.07856
Broker,Memory Max (MB),43.26004
Broker,Memory Avg (MB),43.16217
Broker,Memory Variance,0.00183
Messaging,Latency Min (ms),-5.88727
Messaging,Latency Max (ms),175.23670
Messaging,Latency Avg (ms),33.79331
Messaging,Latency Variance,564.93994
Messaging,Throughput (msgs/sec),303.79465
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,54564
Messaging,Non-Data Messages,272
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,54564
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,54564
Purpose Correctness,Total Received,54564
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,136
OP Correctness,Total Actual Responses,136
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
