Metric Category,Metric Name,Value
Broker,CPU Min (%),12.95045
Broker,CPU Max (%),20.64965
Broker,CPU Avg (%),15.95667
Broker,CPU Variance,2.44379
Broker,Memory Min (MB),57.32054
Broker,Memory Max (MB),59.20257
Broker,Memory Avg (MB),58.00474
Broker,Memory Variance,0.43217
Messaging,Latency Min (ms),-11.25741
Messaging,Latency Max (ms),4483.27780
Messaging,Latency Avg (ms),1131.95254
Messaging,Latency Variance,2138511.96317
Messaging,Throughput (msgs/sec),687.78251
Messaging,Avg Header Size (bytes),27.17098
Messaging,Data Messages,124873
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,52725
Purpose Correctness,Total Invalid Messages,72148
Purpose Correctness,Total Expected,52578
Purpose Correctness,Total Received,124873
Purpose Correctness,Total Rejected,89
Purpose Correctness,Avg False Accept Rate,0.2604
Purpose Correctness,Avg False Reject Rate,0.0024
