Metric Category,Metric Name,Value
Broker,CPU Min (%),12.92597
Broker,CPU Max (%),23.09392
Broker,CPU Avg (%),14.73392
Broker,CPU Variance,1.22946
Broker,Memory Min (MB),56.07567
Broker,Memory Max (MB),56.36618
Broker,Memory Avg (MB),56.22152
Broker,Memory Variance,0.00231
Messaging,Latency Min (ms),-15.00440
Messaging,Latency Max (ms),1093.65797
Messaging,Latency Avg (ms),20.90730
Messaging,Latency Variance,2686.06660
Messaging,Throughput (msgs/sec),251.90457
Messaging,Avg Header Size (bytes),27.66269
Messaging,Data Messages,45258
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,45258
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,45258
Purpose Correctness,Total Received,45258
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,470
OP Correctness,Total Irrelevant Requests Recieved,13130
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
