Metric Category,Metric Name,Value
Broker,CPU Min (%),13.56899
Broker,CPU Max (%),23.12009
Broker,CPU Avg (%),16.95781
Broker,CPU Variance,4.36100
Broker,Memory Min (MB),45.82511
Broker,Memory Max (MB),94.14272
Broker,Memory Avg (MB),64.06712
Broker,Memory Variance,259.58457
Messaging,Latency Min (ms),-8.79836
Messaging,Latency Max (ms),67833.37665
Messaging,Latency Avg (ms),23878.40804
Messaging,Latency Variance,465126205.59139
Messaging,Throughput (msgs/sec),454.44234
Messaging,Avg Header Size (bytes),27.64494
Messaging,Data Messages,82602
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,28484
Purpose Correctness,Total Invalid Messages,54118
Purpose Correctness,Total Expected,60627
Purpose Correctness,Total Received,82602
Purpose Correctness,Total Rejected,25376
Purpose Correctness,Avg False Accept Rate,0.2024
Purpose Correctness,Avg False Reject Rate,0.1411
