Metric Category,Metric Name,Value
Broker,CPU Min (%),50.76741
Broker,CPU Max (%),57.41789
Broker,CPU Avg (%),52.35914
Broker,CPU Variance,2.49177
Broker,Memory Min (MB),86.11717
Broker,Memory Max (MB),86.43509
Broker,Memory Avg (MB),86.41667
Broker,Memory Variance,0.00156
Messaging,Latency Min (ms),-0.98896
Messaging,Latency Max (ms),46.25654
Messaging,Latency Avg (ms),2.98801
Messaging,Latency Variance,43.98121
Messaging,Throughput (msgs/sec),107.80259
Messaging,Avg Header Size (bytes),27.10485
Messaging,Data Messages,18836
Messaging,Non-Data Messages,1584
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18836
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18836
Purpose Correctness,Total Received,18836
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,144
OP Correctness,Total Expected Responses,1440
OP Correctness,Total Actual Responses,1440
OP Correctness,Total Relevant Requests Recieved,144
OP Correctness,Total Irrelevant Requests Recieved,1296
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
