Metric Category,Metric Name,Value
Broker,CPU Min (%),12.64775
Broker,CPU Max (%),19.90577
Broker,CPU Avg (%),15.94682
Broker,CPU Variance,2.60600
Broker,Memory Min (MB),42.36405
Broker,Memory Max (MB),44.45180
Broker,Memory Avg (MB),42.99636
Broker,Memory Variance,0.49071
Messaging,Latency Min (ms),-8.38733
Messaging,Latency Max (ms),4545.96210
Messaging,Latency Avg (ms),1214.06407
Messaging,Latency Variance,2252292.34328
Messaging,Throughput (msgs/sec),690.95592
Messaging,Avg Header Size (bytes),27.17109
Messaging,Data Messages,125632
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,53671
Purpose Correctness,Total Invalid Messages,71961
Purpose Correctness,Total Expected,53514
Purpose Correctness,Total Received,125632
Purpose Correctness,Total Rejected,113
Purpose Correctness,Avg False Accept Rate,0.2587
Purpose Correctness,Avg False Reject Rate,0.0030
