Metric Category,Metric Name,Value
Broker,CPU Min (%),12.80168
Broker,CPU Max (%),18.90661
Broker,CPU Avg (%),14.43776
Broker,CPU Variance,0.46781
Broker,Memory Min (MB),63.47376
Broker,Memory Max (MB),63.73258
Broker,Memory Avg (MB),63.59315
Broker,Memory Variance,0.00226
Messaging,Latency Min (ms),-9.85765
Messaging,Latency Max (ms),182.99055
Messaging,Latency Avg (ms),16.43338
Messaging,Latency Variance,247.81767
Messaging,Throughput (msgs/sec),269.75468
Messaging,Avg Header Size (bytes),27.66518
Messaging,Data Messages,48378
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,48378
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,48378
Purpose Correctness,Total Received,48378
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
