Metric Category,Metric Name,Value
Broker,CPU Min (%),2.32829
Broker,CPU Max (%),18.71345
Broker,CPU Avg (%),9.94854
Broker,CPU Variance,24.77225
Broker,Memory Min (MB),43.08794
Broker,Memory Max (MB),43.13464
Broker,Memory Avg (MB),43.11269
Broker,Memory Variance,0.00012
Messaging,Latency Min (ms),-29.02007
Messaging,Latency Max (ms),2233.42752
Messaging,Latency Avg (ms),124.11675
Messaging,Latency Variance,25387.42045
Messaging,Throughput (msgs/sec),293.98095
Messaging,Avg Header Size (bytes),27.92075
Messaging,Data Messages,52475
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18366
Purpose Correctness,Total Invalid Messages,34109
Purpose Correctness,Total Expected,18366
Purpose Correctness,Total Received,52475
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2263
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,654
OP Correctness,Total Irrelevant Requests Recieved,12946
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
