Metric Category,Metric Name,Value
Broker,CPU Min (%),0.00000
Broker,CPU Max (%),0.00000
Broker,CPU Avg (%),0.00000
Broker,CPU Variance,0.00000
Broker,Memory Min (MB),0.00000
Broker,Memory Max (MB),0.00000
Broker,Memory Avg (MB),0.00000
Broker,Memory Variance,0.00000
Messaging,Latency Min (ms),-13.96465
Messaging,Latency Max (ms),1406.43907
Messaging,Latency Avg (ms),185.45356
Messaging,Latency Variance,36798.64734
Messaging,Throughput (msgs/sec),296.61164
Messaging,Avg Header Size (bytes),27.10063
Messaging,Data Messages,52361
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,19042
Purpose Correctness,Total Invalid Messages,33319
Purpose Correctness,Total Expected,19092
Purpose Correctness,Total Received,52361
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2515
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,726
OP Correctness,Total Irrelevant Requests Recieved,634
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.7279
OP Correctness,Avg Completion,1.0000
