Metric Category,Metric Name,Value
Broker,CPU Min (%),13.50165
Broker,CPU Max (%),24.11504
Broker,CPU Avg (%),16.86567
Broker,CPU Variance,4.24796
Broker,Memory Min (MB),57.56555
Broker,Memory Max (MB),97.82845
Broker,Memory Avg (MB),73.02946
Broker,Memory Variance,199.86806
Messaging,Latency Min (ms),-38.42068
Messaging,Latency Max (ms),61671.64445
Messaging,Latency Avg (ms),23109.81137
Messaging,Latency Variance,463396840.67430
Messaging,Throughput (msgs/sec),432.77964
Messaging,Avg Header Size (bytes),27.63489
Messaging,Data Messages,78771
Messaging,Non-Data Messages,12217
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,30367
Purpose Correctness,Total Invalid Messages,48404
Purpose Correctness,Total Expected,61253
Purpose Correctness,Total Received,78771
Purpose Correctness,Total Rejected,25398
Purpose Correctness,Avg False Accept Rate,0.1887
Purpose Correctness,Avg False Reject Rate,0.1383
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,12081
OP Correctness,Total Actual Responses,12078
OP Correctness,Total Relevant Requests Recieved,719
OP Correctness,Total Irrelevant Requests Recieved,11362
OP Correctness,Avg Coverage,0.8312
OP Correctness,Avg Leakage,0.9131
OP Correctness,Avg Completion,0.9997
