Metric Category,Metric Name,Value
Broker,CPU Min (%),1.88457
Broker,CPU Max (%),17.66917
Broker,CPU Avg (%),6.70571
Broker,CPU Variance,18.09545
Broker,Memory Min (MB),98.76600
Broker,Memory Max (MB),98.79434
Broker,Memory Avg (MB),98.78465
Broker,Memory Variance,0.00007
Messaging,Latency Min (ms),-7.58195
Messaging,Latency Max (ms),225.41595
Messaging,Latency Avg (ms),18.06148
Messaging,Latency Variance,244.19160
Messaging,Throughput (msgs/sec),105.44678
Messaging,Avg Header Size (bytes),27.10490
Messaging,Data Messages,18636
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
