Metric Category,Metric Name,Value
Broker,CPU Min (%),12.74397
Broker,CPU Max (%),17.27575
Broker,CPU Avg (%),14.15318
Broker,CPU Variance,0.45398
Broker,Memory Min (MB),42.99808
Broker,Memory Max (MB),43.29365
Broker,Memory Avg (MB),43.12218
Broker,Memory Variance,0.00233
Messaging,Latency Min (ms),-8.39329
Messaging,Latency Max (ms),133.70347
Messaging,Latency Avg (ms),18.82319
Messaging,Latency Variance,278.56835
Messaging,Throughput (msgs/sec),279.75760
Messaging,Avg Header Size (bytes),27.17295
Messaging,Data Messages,50268
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,50268
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,50268
Purpose Correctness,Total Received,50268
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,1224
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
