Metric Category,Metric Name,Value
Broker,CPU Min (%),2.32558
Broker,CPU Max (%),18.34532
Broker,CPU Avg (%),8.54569
Broker,CPU Variance,21.31749
Broker,Memory Min (MB),42.94698
Broker,Memory Max (MB),43.06133
Broker,Memory Avg (MB),43.01647
Broker,Memory Variance,0.00104
Messaging,Latency Min (ms),-16.83021
Messaging,Latency Max (ms),887.62403
Messaging,Latency Avg (ms),19.27625
Messaging,Latency Variance,941.52494
Messaging,Throughput (msgs/sec),107.51769
Messaging,Avg Header Size (bytes),27.83122
Messaging,Data Messages,18811
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18811
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18811
Purpose Correctness,Total Received,18811
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,740
OP Correctness,Total Irrelevant Requests Recieved,12860
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
