Metric Category,Metric Name,Value
Broker,CPU Min (%),2.66022
Broker,CPU Max (%),17.98829
Broker,CPU Avg (%),9.79366
Broker,CPU Variance,26.27697
Broker,Memory Min (MB),43.31844
Broker,Memory Max (MB),43.43474
Broker,Memory Avg (MB),43.39137
Broker,Memory Variance,0.00111
Messaging,Latency Min (ms),-39.89506
Messaging,Latency Max (ms),2184.53574
Messaging,Latency Avg (ms),128.49956
Messaging,Latency Variance,29533.24895
Messaging,Throughput (msgs/sec),469.40749
Messaging,Avg Header Size (bytes),27.83570
Messaging,Data Messages,83997
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18940
Purpose Correctness,Total Invalid Messages,65057
Purpose Correctness,Total Expected,18940
Purpose Correctness,Total Received,83997
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2213
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,1276
OP Correctness,Total Irrelevant Requests Recieved,12324
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
