Metric Category,Metric Name,Value
Broker,CPU Min (%),2.50284
Broker,CPU Max (%),18.05869
Broker,CPU Avg (%),10.32318
Broker,CPU Variance,27.05450
Broker,Memory Min (MB),43.60153
Broker,Memory Max (MB),43.64159
Broker,Memory Avg (MB),43.62031
Broker,Memory Variance,0.00013
Messaging,Latency Min (ms),-43.74480
Messaging,Latency Max (ms),1971.46606
Messaging,Latency Avg (ms),164.74497
Messaging,Latency Variance,46342.33938
Messaging,Throughput (msgs/sec),288.53595
Messaging,Avg Header Size (bytes),27.91672
Messaging,Data Messages,51575
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,17466
Purpose Correctness,Total Invalid Messages,34109
Purpose Correctness,Total Expected,17466
Purpose Correctness,Total Received,51575
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2263
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,486
OP Correctness,Total Irrelevant Requests Recieved,13114
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
