Metric Category,Metric Name,Value
Broker,CPU Min (%),13.15193
Broker,CPU Max (%),26.11607
Broker,CPU Avg (%),16.92606
Broker,CPU Variance,4.92397
Broker,Memory Min (MB),82.08335
Broker,Memory Max (MB),98.48833
Broker,Memory Avg (MB),87.46152
Broker,Memory Variance,25.38120
Messaging,Latency Min (ms),-27.77076
Messaging,Latency Max (ms),51531.17800
Messaging,Latency Avg (ms),20499.31929
Messaging,Latency Variance,321805863.66705
Messaging,Throughput (msgs/sec),486.27398
Messaging,Avg Header Size (bytes),27.63528
Messaging,Data Messages,88474
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,34291
Purpose Correctness,Total Invalid Messages,54183
Purpose Correctness,Total Expected,58161
Purpose Correctness,Total Received,88474
Purpose Correctness,Total Rejected,19824
Purpose Correctness,Avg False Accept Rate,0.1850
Purpose Correctness,Avg False Reject Rate,0.1151
