Metric Category,Metric Name,Value
Broker,CPU Min (%),11.84669
Broker,CPU Max (%),16.20370
Broker,CPU Avg (%),13.25843
Broker,CPU Variance,0.34607
Broker,Memory Min (MB),46.10636
Broker,Memory Max (MB),46.33402
Broker,Memory Avg (MB),46.21021
Broker,Memory Variance,0.00198
Messaging,Latency Min (ms),-3.26800
Messaging,Latency Max (ms),191.07318
Messaging,Latency Avg (ms),32.12180
Messaging,Latency Variance,557.38233
Messaging,Throughput (msgs/sec),311.77084
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,56100
Messaging,Non-Data Messages,272
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,56100
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,56100
Purpose Correctness,Total Received,56100
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,136
OP Correctness,Total Actual Responses,136
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
