Metric Category,Metric Name,Value
Broker,CPU Min (%),13.13131
Broker,CPU Max (%),20.66028
Broker,CPU Avg (%),16.00752
Broker,CPU Variance,2.47804
Broker,Memory Min (MB),40.11293
Broker,Memory Max (MB),41.82787
Broker,Memory Avg (MB),40.67067
Broker,Memory Variance,0.34289
Messaging,Latency Min (ms),-8.87465
Messaging,Latency Max (ms),4700.75345
Messaging,Latency Avg (ms),1032.81200
Messaging,Latency Variance,1947941.22415
Messaging,Throughput (msgs/sec),688.26772
Messaging,Avg Header Size (bytes),27.17126
Messaging,Data Messages,125066
Messaging,Non-Data Messages,1491
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,53911
Purpose Correctness,Total Invalid Messages,71155
Purpose Correctness,Total Expected,53802
Purpose Correctness,Total Received,125066
Purpose Correctness,Total Rejected,88
Purpose Correctness,Avg False Accept Rate,0.2576
Purpose Correctness,Avg False Reject Rate,0.0023
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1355
OP Correctness,Total Actual Responses,1355
OP Correctness,Total Relevant Requests Recieved,433
OP Correctness,Total Irrelevant Requests Recieved,922
OP Correctness,Avg Coverage,0.9926
OP Correctness,Avg Leakage,0.9992
OP Correctness,Avg Completion,1.0000
