Metric Category,Metric Name,Value
Broker,CPU Min (%),0.00000
Broker,CPU Max (%),0.00000
Broker,CPU Avg (%),0.00000
Broker,CPU Variance,0.00000
Broker,Memory Min (MB),0.00000
Broker,Memory Max (MB),0.00000
Broker,Memory Avg (MB),0.00000
Broker,Memory Variance,0.00000
Messaging,Latency Min (ms),-7.71689
Messaging,Latency Max (ms),531.05307
Messaging,Latency Avg (ms),23.06726
Messaging,Latency Variance,1412.83586
Messaging,Throughput (msgs/sec),89.13810
Messaging,Avg Header Size (bytes),27.10729
Messaging,Data Messages,15604
Messaging,Non-Data Messages,1352
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,15604
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,15604
Purpose Correctness,Total Received,15604
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1216
OP Correctness,Total Actual Responses,1208
OP Correctness,Total Relevant Requests Recieved,115
OP Correctness,Total Irrelevant Requests Recieved,1101
OP Correctness,Avg Coverage,0.8456
OP Correctness,Avg Leakage,0.8995
OP Correctness,Avg Completion,0.9941
