Metric Category,Metric Name,Value
Broker,CPU Min (%),1.93004
Broker,CPU Max (%),17.48100
Broker,CPU Avg (%),8.85802
Broker,CPU Variance,22.99173
Broker,Memory Min (MB),82.06743
Broker,Memory Max (MB),82.11632
Broker,Memory Avg (MB),82.09037
Broker,Memory Variance,0.00019
Messaging,Latency Min (ms),-32.92751
Messaging,Latency Max (ms),1045.14718
Messaging,Latency Avg (ms),152.50866
Messaging,Latency Variance,31162.58775
Messaging,Throughput (msgs/sec),294.57705
Messaging,Avg Header Size (bytes),27.91719
Messaging,Data Messages,51675
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,17566
Purpose Correctness,Total Invalid Messages,34109
Purpose Correctness,Total Expected,17566
Purpose Correctness,Total Received,51675
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2263
Purpose Correctness,Avg False Reject Rate,0.0000
