Metric Category,Metric Name,Value
Broker,CPU Min (%),50.82938
Broker,CPU Max (%),57.15935
Broker,CPU Avg (%),52.19409
Broker,CPU Variance,2.10242
Broker,Memory Min (MB),86.43699
Broker,Memory Max (MB),86.57993
Broker,Memory Avg (MB),86.55199
Broker,Memory Variance,0.00176
Messaging,Latency Min (ms),-0.70524
Messaging,Latency Max (ms),42.48810
Messaging,Latency Avg (ms),2.85877
Messaging,Latency Variance,9.05391
Messaging,Throughput (msgs/sec),107.73020
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18836
Messaging,Non-Data Messages,272
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18836
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18836
Purpose Correctness,Total Received,18836
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,136
OP Correctness,Total Actual Responses,136
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
