Metric Category,Metric Name,Value
Broker,CPU Min (%),1.57195
Broker,CPU Max (%),16.85744
Broker,CPU Avg (%),5.73764
Broker,CPU Variance,11.54945
Broker,Memory Min (MB),99.07797
Broker,Memory Max (MB),99.09990
Broker,Memory Avg (MB),99.09031
Broker,Memory Variance,0.00003
Messaging,Latency Min (ms),-4.94885
Messaging,Latency Max (ms),302.72079
Messaging,Latency Avg (ms),68.90425
Messaging,Latency Variance,3279.03069
Messaging,Throughput (msgs/sec),106.94288
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18736
Messaging,Non-Data Messages,272
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,136
OP Correctness,Total Actual Responses,136
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
