Metric Category,Metric Name,Value
Broker,CPU Min (%),1.77305
Broker,CPU Max (%),18.69347
Broker,CPU Avg (%),7.10181
Broker,CPU Variance,19.16617
Broker,Memory Min (MB),99.04098
Broker,Memory Max (MB),99.06947
Broker,Memory Avg (MB),99.05145
Broker,Memory Variance,0.00011
Messaging,Latency Min (ms),-7.97987
Messaging,Latency Max (ms),549.98231
Messaging,Latency Avg (ms),21.33624
Messaging,Latency Variance,677.42264
Messaging,Throughput (msgs/sec),105.73548
Messaging,Avg Header Size (bytes),27.10490
Messaging,Data Messages,18636
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,1224
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
