Metric Category,Metric Name,Value
Broker,CPU Min (%),1.84275
Broker,CPU Max (%),16.93002
Broker,CPU Avg (%),7.11221
Broker,CPU Variance,17.36048
Broker,Memory Min (MB),63.68616
Broker,Memory Max (MB),63.71233
Broker,Memory Avg (MB),63.69972
Broker,Memory Variance,0.00007
Messaging,Latency Min (ms),-10.37455
Messaging,Latency Max (ms),917.93895
Messaging,Latency Avg (ms),23.78011
Messaging,Latency Variance,1076.06330
Messaging,Throughput (msgs/sec),105.99959
Messaging,Avg Header Size (bytes),27.10061
Messaging,Data Messages,18636
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,417
OP Correctness,Total Irrelevant Requests Recieved,943
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.8162
OP Correctness,Avg Completion,1.0000
