Metric Category,Metric Name,Value
Broker,CPU Min (%),2.14286
Broker,CPU Max (%),17.51615
Broker,CPU Avg (%),7.30738
Broker,CPU Variance,17.97775
Broker,Memory Min (MB),98.81984
Broker,Memory Max (MB),98.85369
Broker,Memory Avg (MB),98.84526
Broker,Memory Variance,0.00008
Messaging,Latency Min (ms),-8.23355
Messaging,Latency Max (ms),189.25071
Messaging,Latency Avg (ms),15.48506
Messaging,Latency Variance,169.46275
Messaging,Throughput (msgs/sec),106.81087
Messaging,Avg Header Size (bytes),27.92159
Messaging,Data Messages,18811
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18811
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18811
Purpose Correctness,Total Received,18811
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
