Metric Category,Metric Name,Value
Broker,CPU Min (%),12.86550
Broker,CPU Max (%),18.47575
Broker,CPU Avg (%),16.10810
Broker,CPU Variance,2.15771
Broker,Memory Min (MB),55.92935
Broker,Memory Max (MB),58.04930
Broker,Memory Avg (MB),56.73017
Broker,Memory Variance,0.63941
Messaging,Latency Min (ms),-11.09648
Messaging,Latency Max (ms),4576.65229
Messaging,Latency Avg (ms),1555.59493
Messaging,Latency Variance,2919741.81690
Messaging,Throughput (msgs/sec),721.65806
Messaging,Avg Header Size (bytes),27.05012
Messaging,Data Messages,131379
Messaging,Non-Data Messages,1483
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,53916
Purpose Correctness,Total Invalid Messages,77463
Purpose Correctness,Total Expected,55314
Purpose Correctness,Total Received,131379
Purpose Correctness,Total Rejected,226
Purpose Correctness,Avg False Accept Rate,0.2510
Purpose Correctness,Avg False Reject Rate,0.0041
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1347
OP Correctness,Total Actual Responses,1347
OP Correctness,Total Relevant Requests Recieved,613
OP Correctness,Total Irrelevant Requests Recieved,734
OP Correctness,Avg Coverage,0.9837
OP Correctness,Avg Leakage,0.7697
OP Correctness,Avg Completion,1.0000
