Metric Category,Metric Name,Value
Broker,CPU Min (%),2.56709
Broker,CPU Max (%),18.26004
Broker,CPU Avg (%),9.18648
Broker,CPU Variance,27.63732
Broker,Memory Min (MB),81.98468
Broker,Memory Max (MB),82.06109
Broker,Memory Avg (MB),82.00803
Broker,Memory Variance,0.00066
Messaging,Latency Min (ms),-36.25417
Messaging,Latency Max (ms),1006.33764
Messaging,Latency Avg (ms),115.59489
Messaging,Latency Variance,16518.91067
Messaging,Throughput (msgs/sec),489.69312
Messaging,Avg Header Size (bytes),27.83409
Messaging,Data Messages,86115
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18571
Purpose Correctness,Total Invalid Messages,67544
Purpose Correctness,Total Expected,18571
Purpose Correctness,Total Received,86115
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2237
Purpose Correctness,Avg False Reject Rate,0.0000
