Metric Category,Metric Name,Value
Broker,CPU Min (%),13.37209
Broker,CPU Max (%),20.19116
Broker,CPU Avg (%),14.57483
Broker,CPU Variance,0.52973
Broker,Memory Min (MB),39.90322
Broker,Memory Max (MB),40.19173
Broker,Memory Avg (MB),40.04852
Broker,Memory Variance,0.00319
Messaging,Latency Min (ms),-11.87634
Messaging,Latency Max (ms),1198.12369
Messaging,Latency Avg (ms),21.44582
Messaging,Latency Variance,2889.44391
Messaging,Throughput (msgs/sec),247.77703
Messaging,Avg Header Size (bytes),27.66561
Messaging,Data Messages,44538
Messaging,Non-Data Messages,13736
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,44538
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,44538
Purpose Correctness,Total Received,44538
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,13600
OP Correctness,Total Actual Responses,13600
OP Correctness,Total Relevant Requests Recieved,689
OP Correctness,Total Irrelevant Requests Recieved,12911
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
