Metric Category,Metric Name,Value
Broker,CPU Min (%),12.42873
Broker,CPU Max (%),19.11765
Broker,CPU Avg (%),15.99434
Broker,CPU Variance,2.73465
Broker,Memory Min (MB),45.79643
Broker,Memory Max (MB),47.91688
Broker,Memory Avg (MB),46.50079
Broker,Memory Variance,0.51163
Messaging,Latency Min (ms),-6.76346
Messaging,Latency Max (ms),4398.96131
Messaging,Latency Avg (ms),1259.97401
Messaging,Latency Variance,2219713.33058
Messaging,Throughput (msgs/sec),740.60036
Messaging,Avg Header Size (bytes),27.04811
Messaging,Data Messages,134582
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,56123
Purpose Correctness,Total Invalid Messages,78459
Purpose Correctness,Total Expected,56922
Purpose Correctness,Total Received,134582
Purpose Correctness,Total Rejected,136
Purpose Correctness,Avg False Accept Rate,0.2493
Purpose Correctness,Avg False Reject Rate,0.0025
