Metric Category,Metric Name,Value
Broker,CPU Min (%),1.95178
Broker,CPU Max (%),16.96915
Broker,CPU Avg (%),8.36156
Broker,CPU Variance,19.55364
Broker,Memory Min (MB),43.11998
Broker,Memory Max (MB),43.15925
Broker,Memory Avg (MB),43.14237
Broker,Memory Variance,0.00011
Messaging,Latency Min (ms),-11.45840
Messaging,Latency Max (ms),794.25287
Messaging,Latency Avg (ms),126.65426
Messaging,Latency Variance,20511.20098
Messaging,Throughput (msgs/sec),285.35796
Messaging,Avg Header Size (bytes),27.10515
Messaging,Data Messages,50113
Messaging,Non-Data Messages,1496
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,17655
Purpose Correctness,Total Invalid Messages,32458
Purpose Correctness,Total Expected,17682
Purpose Correctness,Total Received,50113
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.2580
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,1360
OP Correctness,Total Actual Responses,1360
OP Correctness,Total Relevant Requests Recieved,503
OP Correctness,Total Irrelevant Requests Recieved,857
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,1.0000
OP Correctness,Avg Completion,1.0000
