Metric Category,Metric Name,Value
Broker,CPU Min (%),2.54335
Broker,CPU Max (%),17.41294
Broker,CPU Avg (%),7.30849
Broker,CPU Variance,17.75449
Broker,Memory Min (MB),82.30974
Broker,Memory Max (MB),82.32715
Broker,Memory Avg (MB),82.32053
Broker,Memory Variance,0.00001
Messaging,Latency Min (ms),-11.09934
Messaging,Latency Max (ms),172.64080
Messaging,Latency Avg (ms),16.09411
Messaging,Latency Variance,187.51019
Messaging,Throughput (msgs/sec),107.15061
Messaging,Avg Header Size (bytes),27.92159
Messaging,Data Messages,18811
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18811
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18811
Purpose Correctness,Total Received,18811
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
