Metric Category,Metric Name,Value
Broker,CPU Min (%),13.47962
Broker,CPU Max (%),22.94372
Broker,CPU Avg (%),17.05676
Broker,CPU Variance,5.17725
Broker,Memory Min (MB),43.13536
Broker,Memory Max (MB),97.74251
Broker,Memory Avg (MB),64.59875
Broker,Memory Variance,327.31060
Messaging,Latency Min (ms),-22.23921
Messaging,Latency Max (ms),84666.01753
Messaging,Latency Avg (ms),27673.45174
Messaging,Latency Variance,788323974.49202
Messaging,Throughput (msgs/sec),391.37400
Messaging,Avg Header Size (bytes),27.65140
Messaging,Data Messages,71251
Messaging,Non-Data Messages,12152
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,23302
Purpose Correctness,Total Invalid Messages,47949
Purpose Correctness,Total Expected,65240
Purpose Correctness,Total Received,71251
Purpose Correctness,Total Rejected,32431
Purpose Correctness,Avg False Accept Rate,0.2178
Purpose Correctness,Avg False Reject Rate,0.1658
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,12016
OP Correctness,Total Actual Responses,12016
OP Correctness,Total Relevant Requests Recieved,654
OP Correctness,Total Irrelevant Requests Recieved,11362
OP Correctness,Avg Coverage,0.7880
OP Correctness,Avg Leakage,0.9168
OP Correctness,Avg Completion,1.0000
