Metric Category,Metric Name,Value
Broker,CPU Min (%),1.98366
Broker,CPU Max (%),17.44886
Broker,CPU Avg (%),5.88015
Broker,CPU Variance,12.61027
Broker,Memory Min (MB),82.47921
Broker,Memory Max (MB),82.51814
Broker,Memory Avg (MB),82.50566
Broker,Memory Variance,0.00012
Messaging,Latency Min (ms),-2.01964
Messaging,Latency Max (ms),478.64890
Messaging,Latency Avg (ms),81.45932
Messaging,Latency Variance,6678.14690
Messaging,Throughput (msgs/sec),106.65868
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18736
Messaging,Non-Data Messages,272
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18736
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18736
Purpose Correctness,Total Received,18736
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,136
OP Correctness,Total Actual Responses,136
OP Correctness,Total Relevant Requests Recieved,136
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
