Metric Category,Metric Name,Value
Broker,CPU Min (%),2.00236
Broker,CPU Max (%),17.95856
Broker,CPU Avg (%),5.96625
Broker,CPU Variance,12.41611
Broker,Memory Min (MB),85.28145
Broker,Memory Max (MB),85.33083
Broker,Memory Avg (MB),85.31697
Broker,Memory Variance,0.00011
Messaging,Latency Min (ms),-3.61466
Messaging,Latency Max (ms),180.33266
Messaging,Latency Avg (ms),18.58147
Messaging,Latency Variance,315.80368
Messaging,Throughput (msgs/sec),106.19093
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18636
Messaging,Non-Data Messages,252
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,116
OP Correctness,Total Actual Responses,116
OP Correctness,Total Relevant Requests Recieved,132
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9706
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
