Metric Category,Metric Name,Value
Broker,CPU Min (%),11.40642
Broker,CPU Max (%),18.81720
Broker,CPU Avg (%),13.66839
Broker,CPU Variance,0.71074
Broker,Memory Min (MB),44.64142
Broker,Memory Max (MB),44.99197
Broker,Memory Avg (MB),44.82185
Broker,Memory Variance,0.00767
Messaging,Latency Min (ms),-9.99570
Messaging,Latency Max (ms),115.41700
Messaging,Latency Avg (ms),15.18764
Messaging,Latency Variance,194.55764
Messaging,Throughput (msgs/sec),277.95472
Messaging,Avg Header Size (bytes),27.17295
Messaging,Data Messages,49956
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,49956
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,49956
Purpose Correctness,Total Received,49956
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
