Metric Category,Metric Name,Value
Broker,CPU Min (%),1.92077
Broker,CPU Max (%),17.27380
Broker,CPU Avg (%),6.10986
Broker,CPU Variance,14.67426
Broker,Memory Min (MB),82.26823
Broker,Memory Max (MB),82.31952
Broker,Memory Avg (MB),82.30978
Broker,Memory Variance,0.00007
Messaging,Latency Min (ms),-3.13783
Messaging,Latency Max (ms),120.18991
Messaging,Latency Avg (ms),17.89689
Messaging,Latency Variance,221.04910
Messaging,Throughput (msgs/sec),106.90647
Messaging,Avg Header Size (bytes),27.00000
Messaging,Data Messages,18636
Messaging,Non-Data Messages,253
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,18636
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18636
Purpose Correctness,Total Received,18636
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,117
OP Correctness,Total Actual Responses,117
OP Correctness,Total Relevant Requests Recieved,134
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9853
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
