Metric Category,Metric Name,Value
Broker,CPU Min (%),1.68472
Broker,CPU Max (%),16.20058
Broker,CPU Avg (%),6.48261
Broker,CPU Variance,15.73735
Broker,Memory Min (MB),51.35695
Broker,Memory Max (MB),51.47972
Broker,Memory Avg (MB),51.42929
Broker,Memory Variance,0.00088
Messaging,Latency Min (ms),-8.28552
Messaging,Latency Max (ms),161.99350
Messaging,Latency Avg (ms),15.88214
Messaging,Latency Variance,203.40693
Messaging,Throughput (msgs/sec),105.84840
Messaging,Avg Header Size (bytes),27.10488
Messaging,Data Messages,18682
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,18664
Purpose Correctness,Total Invalid Messages,18
Purpose Correctness,Total Expected,18682
Purpose Correctness,Total Received,18682
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0010
Purpose Correctness,Avg False Reject Rate,0.0000
