Metric Category,Metric Name,Value
Broker,CPU Min (%),11.43828
Broker,CPU Max (%),20.06961
Broker,CPU Avg (%),13.70502
Broker,CPU Variance,0.69284
Broker,Memory Min (MB),41.78673
Broker,Memory Max (MB),42.12340
Broker,Memory Avg (MB),41.96126
Broker,Memory Variance,0.00735
Messaging,Latency Min (ms),-8.58498
Messaging,Latency Max (ms),143.32128
Messaging,Latency Avg (ms),16.29827
Messaging,Latency Variance,206.61759
Messaging,Throughput (msgs/sec),275.40423
Messaging,Avg Header Size (bytes),27.04834
Messaging,Data Messages,49524
Messaging,Non-Data Messages,466
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,49524
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,49524
Purpose Correctness,Total Received,49524
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,330
OP Correctness,Total Actual Responses,330
OP Correctness,Total Relevant Requests Recieved,391
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9368
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
