Metric Category,Metric Name,Value
Broker,CPU Min (%),13.07692
Broker,CPU Max (%),18.78279
Broker,CPU Avg (%),14.36920
Broker,CPU Variance,0.45962
Broker,Memory Min (MB),46.32447
Broker,Memory Max (MB),48.30498
Broker,Memory Avg (MB),47.36472
Broker,Memory Variance,0.29783
Messaging,Latency Min (ms),-28.39923
Messaging,Latency Max (ms),102.20289
Messaging,Latency Avg (ms),13.53535
Messaging,Latency Variance,160.53124
Messaging,Throughput (msgs/sec),267.59221
Messaging,Avg Header Size (bytes),27.76737
Messaging,Data Messages,47934
Messaging,Non-Data Messages,250
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,47934
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,47934
Purpose Correctness,Total Received,47934
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,114
OP Correctness,Total Actual Responses,114
OP Correctness,Total Relevant Requests Recieved,131
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9632
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
