Metric Category,Metric Name,Value
Broker,CPU Min (%),2.14541
Broker,CPU Max (%),17.12247
Broker,CPU Avg (%),7.19718
Broker,CPU Variance,14.58551
Broker,Memory Min (MB),51.49462
Broker,Memory Max (MB),52.20589
Broker,Memory Avg (MB),51.84349
Broker,Memory Variance,0.04701
Messaging,Latency Min (ms),-48.05422
Messaging,Latency Max (ms),196.96522
Messaging,Latency Avg (ms),17.43864
Messaging,Latency Variance,499.07075
Messaging,Throughput (msgs/sec),105.91891
Messaging,Avg Header Size (bytes),27.92200
Messaging,Data Messages,18666
Messaging,Non-Data Messages,415
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18666
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18666
Purpose Correctness,Total Received,18666
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,126
OP Correctness,Total Expected Responses,279
OP Correctness,Total Actual Responses,279
OP Correctness,Total Relevant Requests Recieved,292
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.9384
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
