Metric Category,Metric Name,Value
Broker,CPU Min (%),2.26730
Broker,CPU Max (%),18.60338
Broker,CPU Avg (%),7.82550
Broker,CPU Variance,19.00837
Broker,Memory Min (MB),63.41465
Broker,Memory Max (MB),64.20145
Broker,Memory Avg (MB),63.80603
Broker,Memory Variance,0.05072
Messaging,Latency Min (ms),-15.38372
Messaging,Latency Max (ms),126.59335
Messaging,Latency Avg (ms),14.74545
Messaging,Latency Variance,188.06622
Messaging,Throughput (msgs/sec),106.84577
Messaging,Avg Header Size (bytes),27.83138
Messaging,Data Messages,18711
Messaging,Non-Data Messages,458
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,18711
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,18711
Purpose Correctness,Total Received,18711
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,136
OP Correctness,Total Expected Responses,322
OP Correctness,Total Actual Responses,322
OP Correctness,Total Relevant Requests Recieved,386
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,0.8908
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
